time,open,high,low,close,volume,tbbav
2026-01-16 22:00:00+00:00,95523.52,95574.0,95260.64,95514.0,283.10566,148.38164
2026-01-16 23:00:00+00:00,95513.99,95577.89,95433.83,95550.94,143.41004,74.93046
2026-01-17 00:00:00+00:00,95550.94,95578.2,95433.94,95465.97,129.13356,56.94662
2026-01-17 01:00:00+00:00,95465.97,95530.0,95384.86,95399.93,104.26658,39.64163
2026-01-17 02:00:00+00:00,95399.94,95412.86,95200.0,95371.35,155.12882,58.65443
2026-01-17 03:00:00+00:00,95371.36,95384.87,95270.79,95372.95,132.4524,62.43815
2026-01-17 04:00:00+00:00,95372.94,95372.95,95260.64,95303.64,131.52683,71.73685
2026-01-17 05:00:00+00:00,95303.63,95373.64,95275.05,95323.67,103.95781,56.94479
2026-01-17 06:00:00+00:00,95323.68,95347.89,95186.29,95240.07,125.70578,64.62622
2026-01-17 07:00:00+00:00,95240.08,95240.08,95041.7,95101.67,197.34545,66.76559
2026-01-17 08:00:00+00:00,95101.67,95260.65,95021.67,95247.51,164.49559,107.55512
2026-01-17 09:00:00+00:00,95247.51,95290.08,95176.9,95260.65,104.24877,57.71365
2026-01-17 10:00:00+00:00,95260.65,95271.21,95116.47,95116.48,127.2407,41.10414
2026-01-17 11:00:00+00:00,95116.48,95323.86,95073.57,95323.86,218.85009,155.66239
2026-01-17 12:00:00+00:00,95323.85,95412.84,95243.63,95251.15,215.62364,106.96527
2026-01-17 13:00:00+00:00,95251.15,95438.33,95198.81,95438.32,227.83624,114.54046
2026-01-17 14:00:00+00:00,95438.32,95544.07,95357.02,95471.18,259.56584,129.31944
2026-01-17 15:00:00+00:00,95471.17,95639.45,95433.81,95573.64,747.96943,326.21851
2026-01-17 16:00:00+00:00,95573.65,95576.14,95212.25,95315.23,330.67135,164.19395
2026-01-17 17:00:00+00:00,95315.23,95440.8,95295.17,95357.24,141.2049,92.9496
2026-01-17 18:00:00+00:00,95357.23,95465.98,95346.0,95428.25,100.5073,46.30847
2026-01-17 19:00:00+00:00,95428.25,95428.25,95290.7,95291.38,64.10708,24.7918
2026-01-17 20:00:00+00:00,95291.37,95383.84,95291.36,95378.18,65.25873,43.84379
2026-01-17 21:00:00+00:00,95378.19,95412.86,95283.99,95302.94,114.01955,37.20458
2026-01-17 22:00:00+00:00,95302.94,95302.94,95050.0,95170.97,209.18455,78.76882
2026-01-17 23:00:00+00:00,95170.98,95208.96,95123.79,95147.77,110.50038,54.95856
2026-01-18 00:00:00+00:00,95147.77,95250.0,95067.83,95112.47,179.02691,66.57474
2026-01-18 01:00:00+00:00,95112.48,95112.48,94876.33,94966.9,243.7208,87.24663
2026-01-18 02:00:00+00:00,94966.89,95069.07,94880.53,95022.01,148.4607,62.24583
2026-01-18 03:00:00+00:00,95022.01,95205.74,95022.01,95200.29,149.82604,86.46705
2026-01-18 04:00:00+00:00,95200.29,95200.3,95075.3,95095.68,90.87843,53.94607
2026-01-18 05:00:00+00:00,95095.68,95260.0,95059.27,95188.55,176.45319,105.81543
2026-01-18 06:00:00+00:00,95188.54,95199.62,95144.3,95171.43,144.72253,69.70778
2026-01-18 07:00:00+00:00,95171.44,95183.3,95028.27,95028.27,293.23856,101.7285
2026-01-18 08:00:00+00:00,95028.27,95195.0,95021.44,95183.93,124.9626,79.83314
2026-01-18 09:00:00+00:00,95183.93,95295.35,95149.18,95275.73,312.28376,189.7382
2026-01-18 10:00:00+00:00,95275.73,95295.39,95088.0,95180.66,344.24187,122.91328
